slice_file_name,fsID,salience,fold,classID,class
sound_99.wav,99,1,1,0,ambulance
sound_100.wav,100,1,1,0,ambulance
sound_101.wav,101,1,1,0,ambulance
sound_102.wav,102,1,1,0,ambulance
sound_103.wav,103,1,1,0,ambulance
sound_104.wav,104,1,1,0,ambulance
sound_105.wav,105,1,1,0,ambulance
sound_106.wav,106,1,1,0,ambulance
sound_107.wav,107,1,1,0,ambulance
sound_108.wav,108,1,1,0,ambulance
sound_109.wav,109,1,1,0,ambulance
sound_110.wav,110,1,1,0,ambulance
sound_111.wav,111,1,1,0,ambulance
sound_112.wav,112,1,1,0,ambulance
sound_113.wav,113,1,1,0,ambulance
sound_114.wav,114,1,1,0,ambulance
sound_115.wav,115,1,1,0,ambulance
sound_116.wav,116,1,1,0,ambulance
sound_117.wav,117,1,1,0,ambulance
sound_118.wav,118,1,1,0,ambulance
sound_119.wav,119,1,1,0,ambulance
sound_120.wav,120,1,1,0,ambulance
sound_121.wav,121,1,1,0,ambulance
sound_122.wav,122,1,1,0,ambulance
sound_123.wav,123,1,1,0,ambulance
sound_124.wav,124,1,1,0,ambulance
sound_125.wav,125,1,1,0,ambulance
sound_126.wav,126,1,1,0,ambulance
sound_127.wav,127,1,1,0,ambulance
sound_128.wav,128,1,1,0,ambulance
sound_129.wav,129,1,1,0,ambulance
sound_130.wav,130,1,1,0,ambulance
sound_131.wav,131,1,1,0,ambulance
sound_132.wav,132,1,1,0,ambulance
sound_133.wav,133,1,1,0,ambulance
sound_134.wav,134,1,1,0,ambulance
sound_135.wav,135,1,1,0,ambulance
sound_136.wav,136,1,1,0,ambulance
sound_137.wav,137,1,1,0,ambulance
sound_138.wav,138,1,1,0,ambulance
sound_139.wav,139,1,1,0,ambulance
sound_140.wav,140,1,1,0,ambulance
sound_141.wav,141,1,1,0,ambulance
sound_142.wav,142,1,1,0,ambulance
sound_143.wav,143,1,1,0,ambulance
sound_144.wav,144,1,1,0,ambulance
sound_145.wav,145,1,1,0,ambulance
sound_146.wav,146,1,1,0,ambulance
sound_147.wav,147,1,1,0,ambulance
sound_148.wav,148,1,1,0,ambulance
sound_149.wav,149,1,1,0,ambulance
sound_150.wav,150,1,1,0,ambulance
sound_151.wav,151,1,1,0,ambulance
sound_152.wav,152,1,1,0,ambulance
sound_153.wav,153,1,1,0,ambulance
sound_154.wav,154,1,1,0,ambulance
sound_155.wav,155,1,1,0,ambulance
sound_156.wav,156,1,1,0,ambulance
sound_157.wav,157,1,1,0,ambulance
sound_158.wav,158,1,1,0,ambulance
sound_159.wav,159,1,1,0,ambulance
sound_160.wav,160,1,1,0,ambulance
sound_161.wav,161,1,1,0,ambulance
sound_162.wav,162,1,1,0,ambulance
sound_163.wav,163,1,1,0,ambulance
sound_164.wav,164,1,1,0,ambulance
sound_165.wav,165,1,1,0,ambulance
sound_166.wav,166,1,1,0,ambulance
sound_167.wav,167,1,1,0,ambulance
sound_168.wav,168,1,1,0,ambulance
sound_169.wav,169,1,1,0,ambulance
sound_170.wav,170,1,1,0,ambulance
sound_171.wav,171,1,1,0,ambulance
sound_172.wav,172,1,1,0,ambulance
sound_173.wav,173,1,1,0,ambulance
sound_174.wav,174,1,1,0,ambulance
sound_175.wav,175,1,1,0,ambulance
sound_176.wav,176,1,1,0,ambulance
sound_177.wav,177,1,1,0,ambulance
sound_178.wav,178,1,1,0,ambulance
sound_179.wav,179,1,1,0,ambulance
sound_180.wav,180,1,1,0,ambulance
sound_181.wav,181,1,1,0,ambulance
sound_182.wav,182,1,1,0,ambulance
sound_183.wav,183,1,1,0,ambulance
sound_184.wav,184,1,1,0,ambulance
sound_185.wav,185,1,1,0,ambulance
sound_186.wav,186,1,1,0,ambulance
sound_187.wav,187,1,1,0,ambulance
sound_188.wav,188,1,1,0,ambulance
sound_189.wav,189,1,1,0,ambulance
sound_190.wav,190,1,1,0,ambulance
sound_191.wav,191,1,1,0,ambulance
sound_192.wav,192,1,1,0,ambulance
sound_193.wav,193,1,1,0,ambulance
sound_194.wav,194,1,1,0,ambulance
sound_195.wav,195,1,1,0,ambulance
sound_196.wav,196,1,1,0,ambulance
sound_197.wav,197,1,1,0,ambulance
sound_198.wav,198,1,1,0,ambulance
sound_199.wav,199,1,1,0,ambulance
sound_200.wav,200,1,1,0,ambulance
sound_201.wav,201,1,2,1,firetruck
sound_202.wav,202,1,2,1,firetruck
sound_203.wav,203,1,2,1,firetruck
sound_204.wav,204,1,2,1,firetruck
sound_205.wav,205,1,2,1,firetruck
sound_206.wav,206,1,2,1,firetruck
sound_207.wav,207,1,2,1,firetruck
sound_208.wav,208,1,2,1,firetruck
sound_209.wav,209,1,2,1,firetruck
sound_210.wav,210,1,2,1,firetruck
sound_211.wav,211,1,2,1,firetruck
sound_212.wav,212,1,2,1,firetruck
sound_213.wav,213,1,2,1,firetruck
sound_214.wav,214,1,2,1,firetruck
sound_215.wav,215,1,2,1,firetruck
sound_216.wav,216,1,2,1,firetruck
sound_217.wav,217,1,2,1,firetruck
sound_218.wav,218,1,2,1,firetruck
sound_219.wav,219,1,2,1,firetruck
sound_220.wav,220,1,2,1,firetruck
sound_221.wav,221,1,2,1,firetruck
sound_222.wav,222,1,2,1,firetruck
sound_223.wav,223,1,2,1,firetruck
sound_224.wav,224,1,2,1,firetruck
sound_225.wav,225,1,2,1,firetruck
sound_226.wav,226,1,2,1,firetruck
sound_227.wav,227,1,2,1,firetruck
sound_228.wav,228,1,2,1,firetruck
sound_229.wav,229,1,2,1,firetruck
sound_230.wav,230,1,2,1,firetruck
sound_231.wav,231,1,2,1,firetruck
sound_232.wav,232,1,2,1,firetruck
sound_233.wav,233,1,2,1,firetruck
sound_234.wav,234,1,2,1,firetruck
sound_235.wav,235,1,2,1,firetruck
sound_236.wav,236,1,2,1,firetruck
sound_237.wav,237,1,2,1,firetruck
sound_238.wav,238,1,2,1,firetruck
sound_239.wav,239,1,2,1,firetruck
sound_240.wav,240,1,2,1,firetruck
sound_241.wav,241,1,2,1,firetruck
sound_242.wav,242,1,2,1,firetruck
sound_243.wav,243,1,2,1,firetruck
sound_244.wav,244,1,2,1,firetruck
sound_245.wav,245,1,2,1,firetruck
sound_246.wav,246,1,2,1,firetruck
sound_247.wav,247,1,2,1,firetruck
sound_248.wav,248,1,2,1,firetruck
sound_249.wav,249,1,2,1,firetruck
sound_250.wav,250,1,2,1,firetruck
sound_251.wav,251,1,2,1,firetruck
sound_252.wav,252,1,2,1,firetruck
sound_253.wav,253,1,2,1,firetruck
sound_254.wav,254,1,2,1,firetruck
sound_255.wav,255,1,2,1,firetruck
sound_256.wav,256,1,2,1,firetruck
sound_257.wav,257,1,2,1,firetruck
sound_258.wav,258,1,2,1,firetruck
sound_259.wav,259,1,2,1,firetruck
sound_260.wav,260,1,2,1,firetruck
sound_261.wav,261,1,2,1,firetruck
sound_262.wav,262,1,2,1,firetruck
sound_263.wav,263,1,2,1,firetruck
sound_264.wav,264,1,2,1,firetruck
sound_265.wav,265,1,2,1,firetruck
sound_266.wav,266,1,2,1,firetruck
sound_267.wav,267,1,2,1,firetruck
sound_268.wav,268,1,2,1,firetruck
sound_269.wav,269,1,2,1,firetruck
sound_270.wav,270,1,2,1,firetruck
sound_271.wav,271,1,2,1,firetruck
sound_272.wav,272,1,2,1,firetruck
sound_273.wav,273,1,2,1,firetruck
sound_274.wav,274,1,2,1,firetruck
sound_275.wav,275,1,2,1,firetruck
sound_276.wav,276,1,2,1,firetruck
sound_277.wav,277,1,2,1,firetruck
sound_278.wav,278,1,2,1,firetruck
sound_279.wav,279,1,2,1,firetruck
sound_280.wav,280,1,2,1,firetruck
sound_281.wav,281,1,2,1,firetruck
sound_282.wav,282,1,2,1,firetruck
sound_283.wav,283,1,2,1,firetruck
sound_284.wav,284,1,2,1,firetruck
sound_285.wav,285,1,2,1,firetruck
sound_286.wav,286,1,2,1,firetruck
sound_287.wav,287,1,2,1,firetruck
sound_288.wav,288,1,2,1,firetruck
sound_289.wav,289,1,2,1,firetruck
sound_290.wav,290,1,2,1,firetruck
sound_291.wav,291,1,2,1,firetruck
sound_292.wav,292,1,2,1,firetruck
sound_293.wav,293,1,2,1,firetruck
sound_294.wav,294,1,2,1,firetruck
sound_295.wav,295,1,2,1,firetruck
sound_296.wav,296,1,2,1,firetruck
sound_297.wav,297,1,2,1,firetruck
sound_298.wav,298,1,2,1,firetruck
sound_299.wav,299,1,2,1,firetruck
sound_300.wav,300,1,2,1,firetruck
sound_301.wav,301,1,2,1,firetruck
sound_302.wav,302,1,2,1,firetruck
sound_303.wav,303,1,2,1,firetruck
sound_304.wav,304,1,2,1,firetruck
sound_305.wav,305,1,2,1,firetruck
sound_306.wav,306,1,2,1,firetruck
sound_307.wav,307,1,2,1,firetruck
sound_308.wav,308,1,2,1,firetruck
sound_309.wav,309,1,2,1,firetruck
sound_310.wav,310,1,2,1,firetruck
sound_311.wav,311,1,2,1,firetruck
sound_312.wav,312,1,2,1,firetruck
sound_313.wav,313,1,2,1,firetruck
sound_314.wav,314,1,2,1,firetruck
sound_315.wav,315,1,2,1,firetruck
sound_316.wav,316,1,2,1,firetruck
sound_317.wav,317,1,2,1,firetruck
sound_318.wav,318,1,2,1,firetruck
sound_319.wav,319,1,2,1,firetruck
sound_320.wav,320,1,2,1,firetruck
sound_321.wav,321,1,2,1,firetruck
sound_322.wav,322,1,2,1,firetruck
sound_323.wav,323,1,2,1,firetruck
sound_324.wav,324,1,2,1,firetruck
sound_325.wav,325,1,2,1,firetruck
sound_326.wav,326,1,2,1,firetruck
sound_327.wav,327,1,2,1,firetruck
sound_328.wav,328,1,2,1,firetruck
sound_329.wav,329,1,2,1,firetruck
sound_330.wav,330,1,2,1,firetruck
sound_331.wav,331,1,2,1,firetruck
sound_332.wav,332,1,2,1,firetruck
sound_333.wav,333,1,2,1,firetruck
sound_334.wav,334,1,2,1,firetruck
sound_335.wav,335,1,2,1,firetruck
sound_336.wav,336,1,2,1,firetruck
sound_337.wav,337,1,2,1,firetruck
sound_338.wav,338,1,2,1,firetruck
sound_339.wav,339,1,2,1,firetruck
sound_340.wav,340,1,2,1,firetruck
sound_341.wav,341,1,2,1,firetruck
sound_342.wav,342,1,2,1,firetruck
sound_343.wav,343,1,2,1,firetruck
sound_344.wav,344,1,2,1,firetruck
sound_345.wav,345,1,2,1,firetruck
sound_346.wav,346,1,2,1,firetruck
sound_347.wav,347,1,2,1,firetruck
sound_348.wav,348,1,2,1,firetruck
sound_349.wav,349,1,2,1,firetruck
sound_350.wav,350,1,2,1,firetruck
sound_351.wav,351,1,2,1,firetruck
sound_352.wav,352,1,2,1,firetruck
sound_353.wav,353,1,2,1,firetruck
sound_354.wav,354,1,2,1,firetruck
sound_355.wav,355,1,2,1,firetruck
sound_356.wav,356,1,2,1,firetruck
sound_357.wav,357,1,2,1,firetruck
sound_358.wav,358,1,2,1,firetruck
sound_359.wav,359,1,2,1,firetruck
sound_360.wav,360,1,2,1,firetruck
sound_361.wav,361,1,2,1,firetruck
sound_362.wav,362,1,2,1,firetruck
sound_363.wav,363,1,2,1,firetruck
sound_364.wav,364,1,2,1,firetruck
sound_365.wav,365,1,2,1,firetruck
sound_366.wav,366,1,2,1,firetruck
sound_367.wav,367,1,2,1,firetruck
sound_368.wav,368,1,2,1,firetruck
sound_369.wav,369,1,2,1,firetruck
sound_370.wav,370,1,2,1,firetruck
sound_371.wav,371,1,2,1,firetruck
sound_372.wav,372,1,2,1,firetruck
sound_373.wav,373,1,2,1,firetruck
sound_374.wav,374,1,2,1,firetruck
sound_375.wav,375,1,2,1,firetruck
sound_376.wav,376,1,2,1,firetruck
sound_377.wav,377,1,2,1,firetruck
sound_378.wav,378,1,2,1,firetruck
sound_379.wav,379,1,2,1,firetruck
sound_380.wav,380,1,2,1,firetruck
sound_381.wav,381,1,2,1,firetruck
sound_382.wav,382,1,2,1,firetruck
sound_383.wav,383,1,2,1,firetruck
sound_384.wav,384,1,2,1,firetruck
sound_385.wav,385,1,2,1,firetruck
sound_386.wav,386,1,2,1,firetruck
sound_387.wav,387,1,2,1,firetruck
sound_388.wav,388,1,2,1,firetruck
sound_389.wav,389,1,2,1,firetruck
sound_390.wav,390,1,2,1,firetruck
sound_391.wav,391,1,2,1,firetruck
sound_392.wav,392,1,2,1,firetruck
sound_393.wav,393,1,2,1,firetruck
sound_394.wav,394,1,2,1,firetruck
sound_395.wav,395,1,2,1,firetruck
sound_396.wav,396,1,2,1,firetruck
sound_397.wav,397,1,2,1,firetruck
sound_398.wav,398,1,2,1,firetruck
sound_399.wav,399,1,2,1,firetruck
sound_400.wav,400,1,2,1,firetruck
sound_401.wav,401,2,3,2,traffic
sound_402.wav,402,2,3,2,traffic
sound_403.wav,403,2,3,2,traffic
sound_404.wav,404,2,3,2,traffic
sound_405.wav,405,2,3,2,traffic
sound_406.wav,406,2,3,2,traffic
sound_407.wav,407,2,3,2,traffic
sound_408.wav,408,2,3,2,traffic
sound_409.wav,409,2,3,2,traffic
sound_410.wav,410,2,3,2,traffic
sound_411.wav,411,2,3,2,traffic
sound_412.wav,412,2,3,2,traffic
sound_413.wav,413,2,3,2,traffic
sound_414.wav,414,2,3,2,traffic
sound_415.wav,415,2,3,2,traffic
sound_416.wav,416,2,3,2,traffic
sound_417.wav,417,2,3,2,traffic
sound_418.wav,418,2,3,2,traffic
sound_419.wav,419,2,3,2,traffic
sound_420.wav,420,2,3,2,traffic
sound_421.wav,421,2,3,2,traffic
sound_422.wav,422,2,3,2,traffic
sound_423.wav,423,2,3,2,traffic
sound_424.wav,424,2,3,2,traffic
sound_425.wav,425,2,3,2,traffic
sound_426.wav,426,2,3,2,traffic
sound_427.wav,427,2,3,2,traffic
sound_428.wav,428,2,3,2,traffic
sound_429.wav,429,2,3,2,traffic
sound_430.wav,430,2,3,2,traffic
sound_431.wav,431,2,3,2,traffic
sound_432.wav,432,2,3,2,traffic
sound_433.wav,433,2,3,2,traffic
sound_434.wav,434,2,3,2,traffic
sound_435.wav,435,2,3,2,traffic
sound_436.wav,436,2,3,2,traffic
sound_437.wav,437,2,3,2,traffic
sound_438.wav,438,2,3,2,traffic
sound_439.wav,439,2,3,2,traffic
sound_440.wav,440,2,3,2,traffic
sound_441.wav,441,2,3,2,traffic
sound_442.wav,442,2,3,2,traffic
sound_443.wav,443,2,3,2,traffic
sound_444.wav,444,2,3,2,traffic
sound_445.wav,445,2,3,2,traffic
sound_446.wav,446,2,3,2,traffic
sound_447.wav,447,2,3,2,traffic
sound_448.wav,448,2,3,2,traffic
sound_449.wav,449,2,3,2,traffic
sound_450.wav,450,2,3,2,traffic
sound_451.wav,451,2,3,2,traffic
sound_452.wav,452,2,3,2,traffic
sound_453.wav,453,2,3,2,traffic
sound_454.wav,454,2,3,2,traffic
sound_455.wav,455,2,3,2,traffic
sound_456.wav,456,2,3,2,traffic
sound_457.wav,457,2,3,2,traffic
sound_458.wav,458,2,3,2,traffic
sound_459.wav,459,2,3,2,traffic
sound_460.wav,460,2,3,2,traffic
sound_461.wav,461,2,3,2,traffic
sound_462.wav,462,2,3,2,traffic
sound_463.wav,463,2,3,2,traffic
sound_464.wav,464,2,3,2,traffic
sound_465.wav,465,2,3,2,traffic
sound_466.wav,466,2,3,2,traffic
sound_467.wav,467,2,3,2,traffic
sound_468.wav,468,2,3,2,traffic
sound_469.wav,469,2,3,2,traffic
sound_470.wav,470,2,3,2,traffic
sound_471.wav,471,2,3,2,traffic
sound_472.wav,472,2,3,2,traffic
sound_473.wav,473,2,3,2,traffic
sound_474.wav,474,2,3,2,traffic
sound_475.wav,475,2,3,2,traffic
sound_476.wav,476,2,3,2,traffic
sound_477.wav,477,2,3,2,traffic
sound_478.wav,478,2,3,2,traffic
sound_479.wav,479,2,3,2,traffic
sound_480.wav,480,2,3,2,traffic
sound_481.wav,481,2,3,2,traffic
sound_482.wav,482,2,3,2,traffic
sound_483.wav,483,2,3,2,traffic
sound_484.wav,484,2,3,2,traffic
sound_485.wav,485,2,3,2,traffic
sound_486.wav,486,2,3,2,traffic
sound_487.wav,487,2,3,2,traffic
sound_488.wav,488,2,3,2,traffic
sound_489.wav,489,2,3,2,traffic
sound_490.wav,490,2,3,2,traffic
sound_491.wav,491,2,3,2,traffic
sound_492.wav,492,2,3,2,traffic
sound_493.wav,493,2,3,2,traffic
sound_494.wav,494,2,3,2,traffic
sound_495.wav,495,2,3,2,traffic
sound_496.wav,496,2,3,2,traffic
sound_497.wav,497,2,3,2,traffic
sound_498.wav,498,2,3,2,traffic
sound_499.wav,499,2,3,2,traffic
sound_500.wav,500,2,3,2,traffic
sound_501.wav,501,2,3,2,traffic
sound_502.wav,502,2,3,2,traffic
sound_503.wav,503,2,3,2,traffic
sound_504.wav,504,2,3,2,traffic
sound_505.wav,505,2,3,2,traffic
sound_506.wav,506,2,3,2,traffic
sound_507.wav,507,2,3,2,traffic
sound_508.wav,508,2,3,2,traffic
sound_509.wav,509,2,3,2,traffic
sound_510.wav,510,2,3,2,traffic
sound_511.wav,511,2,3,2,traffic
sound_512.wav,512,2,3,2,traffic
sound_513.wav,513,2,3,2,traffic
sound_514.wav,514,2,3,2,traffic
sound_515.wav,515,2,3,2,traffic
sound_516.wav,516,2,3,2,traffic
sound_517.wav,517,2,3,2,traffic
sound_518.wav,518,2,3,2,traffic
sound_519.wav,519,2,3,2,traffic
sound_520.wav,520,2,3,2,traffic
sound_521.wav,521,2,3,2,traffic
sound_522.wav,522,2,3,2,traffic
sound_523.wav,523,2,3,2,traffic
sound_524.wav,524,2,3,2,traffic
sound_525.wav,525,2,3,2,traffic
sound_526.wav,526,2,3,2,traffic
sound_527.wav,527,2,3,2,traffic
sound_528.wav,528,2,3,2,traffic
sound_529.wav,529,2,3,2,traffic
sound_530.wav,530,2,3,2,traffic
sound_531.wav,531,2,3,2,traffic
sound_532.wav,532,2,3,2,traffic
sound_533.wav,533,2,3,2,traffic
sound_534.wav,534,2,3,2,traffic
sound_535.wav,535,2,3,2,traffic
sound_536.wav,536,2,3,2,traffic
sound_537.wav,537,2,3,2,traffic
sound_538.wav,538,2,3,2,traffic
sound_539.wav,539,2,3,2,traffic
sound_540.wav,540,2,3,2,traffic
sound_541.wav,541,2,3,2,traffic
sound_542.wav,542,2,3,2,traffic
sound_543.wav,543,2,3,2,traffic
sound_544.wav,544,2,3,2,traffic
sound_545.wav,545,2,3,2,traffic
sound_546.wav,546,2,3,2,traffic
sound_547.wav,547,2,3,2,traffic
sound_548.wav,548,2,3,2,traffic
sound_549.wav,549,2,3,2,traffic
sound_550.wav,550,2,3,2,traffic
sound_551.wav,551,2,3,2,traffic
sound_552.wav,552,2,3,2,traffic
sound_553.wav,553,2,3,2,traffic
sound_554.wav,554,2,3,2,traffic
sound_555.wav,555,2,3,2,traffic
sound_556.wav,556,2,3,2,traffic
sound_557.wav,557,2,3,2,traffic
sound_558.wav,558,2,3,2,traffic
sound_559.wav,559,2,3,2,traffic
sound_560.wav,560,2,3,2,traffic
sound_561.wav,561,2,3,2,traffic
sound_562.wav,562,2,3,2,traffic
sound_563.wav,563,2,3,2,traffic
sound_564.wav,564,2,3,2,traffic
sound_565.wav,565,2,3,2,traffic
sound_566.wav,566,2,3,2,traffic
sound_567.wav,567,2,3,2,traffic
sound_568.wav,568,2,3,2,traffic
sound_569.wav,569,2,3,2,traffic
sound_570.wav,570,2,3,2,traffic
sound_571.wav,571,2,3,2,traffic
sound_572.wav,572,2,3,2,traffic
sound_573.wav,573,2,3,2,traffic
sound_574.wav,574,2,3,2,traffic
sound_575.wav,575,2,3,2,traffic
sound_576.wav,576,2,3,2,traffic
sound_577.wav,577,2,3,2,traffic
sound_578.wav,578,2,3,2,traffic
sound_579.wav,579,2,3,2,traffic
sound_580.wav,580,2,3,2,traffic
sound_581.wav,581,2,3,2,traffic
sound_582.wav,582,2,3,2,traffic
sound_583.wav,583,2,3,2,traffic
sound_584.wav,584,2,3,2,traffic
sound_585.wav,585,2,3,2,traffic
sound_586.wav,586,2,3,2,traffic
sound_587.wav,587,2,3,2,traffic
sound_588.wav,588,2,3,2,traffic
sound_589.wav,589,2,3,2,traffic
sound_590.wav,590,2,3,2,traffic
sound_591.wav,591,2,3,2,traffic
sound_592.wav,592,2,3,2,traffic
sound_593.wav,593,2,3,2,traffic
sound_594.wav,594,2,3,2,traffic
sound_595.wav,595,2,3,2,traffic
sound_596.wav,596,2,3,2,traffic
sound_597.wav,597,2,3,2,traffic
sound_598.wav,598,2,3,2,traffic
sound_599.wav,599,2,3,2,traffic
sound_600.wav,600,2,3,2,traffic
sound_601.wav,601,1,4,3,car_horn
sound_602.wav,602,1,4,3,car_horn
sound_603.wav,603,1,4,3,car_horn
sound_604.wav,604,1,4,3,car_horn
sound_605.wav,605,1,4,3,car_horn
sound_606.wav,606,1,4,3,car_horn
sound_607.wav,607,1,4,3,car_horn
sound_608.wav,608,1,4,3,car_horn
sound_609.wav,609,1,4,3,car_horn
sound_610.wav,610,1,4,3,car_horn
sound_611.wav,611,1,4,3,car_horn
sound_612.wav,612,1,4,3,car_horn
sound_613.wav,613,1,4,3,car_horn
sound_614.wav,614,1,4,3,car_horn
sound_615.wav,615,1,4,3,car_horn
sound_616.wav,616,1,4,3,car_horn
sound_617.wav,617,1,4,3,car_horn
sound_618.wav,618,1,4,3,car_horn
sound_619.wav,619,1,4,3,car_horn
sound_620.wav,620,1,4,3,car_horn
sound_621.wav,621,1,4,3,car_horn
sound_622.wav,622,1,4,3,car_horn
sound_623.wav,623,1,4,3,car_horn
sound_624.wav,624,1,4,3,car_horn
sound_625.wav,625,1,4,3,car_horn
sound_626.wav,626,1,4,3,car_horn
sound_627.wav,627,1,4,3,car_horn
sound_628.wav,628,1,4,3,car_horn
sound_629.wav,629,1,4,3,car_horn
sound_630.wav,630,1,4,3,car_horn
sound_631.wav,631,1,4,3,car_horn
sound_632.wav,632,1,4,3,car_horn
sound_633.wav,633,1,4,3,car_horn
sound_634.wav,634,1,4,3,car_horn
sound_635.wav,635,1,4,3,car_horn
sound_636.wav,636,1,4,3,car_horn
sound_637.wav,637,1,4,3,car_horn
sound_638.wav,638,1,4,3,car_horn
sound_639.wav,639,1,4,3,car_horn
sound_640.wav,640,1,4,3,car_horn
sound_641.wav,641,1,4,3,car_horn
sound_642.wav,642,1,4,3,car_horn
sound_643.wav,643,1,4,3,car_horn
sound_644.wav,644,1,4,3,car_horn
sound_645.wav,645,1,4,3,car_horn
sound_646.wav,646,1,4,3,car_horn
sound_647.wav,647,1,4,3,car_horn
sound_648.wav,648,1,4,3,car_horn
sound_649.wav,649,1,4,3,car_horn
sound_650.wav,650,1,4,3,car_horn
sound_651.wav,651,1,4,3,car_horn
sound_652.wav,652,1,4,3,car_horn
sound_653.wav,653,1,4,3,car_horn
sound_654.wav,654,1,4,3,car_horn
sound_655.wav,655,1,4,3,car_horn
sound_656.wav,656,1,4,3,car_horn
sound_657.wav,657,1,4,3,car_horn
sound_658.wav,658,1,4,3,car_horn
sound_659.wav,659,1,4,3,car_horn
sound_660.wav,660,1,4,3,car_horn
sound_661.wav,661,1,4,3,car_horn
sound_662.wav,662,1,4,3,car_horn
sound_663.wav,663,1,4,3,car_horn
sound_664.wav,664,1,4,3,car_horn
sound_665.wav,665,1,4,3,car_horn
sound_666.wav,666,1,4,3,car_horn
sound_667.wav,667,1,4,3,car_horn
sound_668.wav,668,1,4,3,car_horn
sound_669.wav,669,1,4,3,car_horn
sound_670.wav,670,1,4,3,car_horn
sound_671.wav,671,1,4,3,car_horn
sound_672.wav,672,1,4,3,car_horn
sound_673.wav,673,1,4,3,car_horn
sound_674.wav,674,1,4,3,car_horn
